year,state,congressional_district,party,candidatevotes,totalvotes
2020,Kansas,4,REPUBLICAN,203432,319598
2020,Kentucky,1,REPUBLICAN,246329,328470
2020,Kentucky,2,REPUBLICAN,255735,360399
2020,Kentucky,3,DEMOCRAT,230672,368097
2020,Kentucky,4,REPUBLICAN,256613,382509
2020,Kentucky,5,REPUBLICAN,250914,297970
2020,Kentucky,6,REPUBLICAN,216948,378450
2020,Louisiana,1,REPUBLICAN,270330,374369
2020,Louisiana,2,DEMOCRAT,201636,316982
2020,Louisiana,3,REPUBLICAN,230480,340120
2020,Louisiana,4,REPUBLICAN,185265,306578
2020,Louisiana,5,REPUBLICAN,149183,435090
2020,Louisiana,6,REPUBLICAN,265706,373996
2020,Maine,1,DEMOCRAT,271004,447981
2020,Maine,2,DEMOCRAT,197974,380324
2020,Maryland,1,REPUBLICAN,250901,395524
2020,Maryland,2,DEMOCRAT,224836,332026
2020,Maryland,3,DEMOCRAT,260358,373206
2020,Maryland,4,DEMOCRAT,282119,354529
2020,Maryland,5,DEMOCRAT,274210,398839
2020,Maryland,6,DEMOCRAT,215540,366434
2020,Maryland,7,DEMOCRAT,237084,330998
2020,Maryland,8,DEMOCRAT,274716,402614
2020,Massachusetts,1,DEMOCRAT,275376,372716
2020,Massachusetts,2,DEMOCRAT,249854,394084
2020,Massachusetts,3,DEMOCRAT,286896,388210
2020,Massachusetts,4,DEMOCRAT,251102,434533
2020,Massachusetts,5,DEMOCRAT,294427,413371
2020,Massachusetts,6,DEMOCRAT,286377,452574
2020,Massachusetts,7,DEMOCRAT,267362,326837
2020,Massachusetts,8,DEMOCRAT,310940,433545
2020,Massachusetts,9,DEMOCRAT,260262,442135
2020,Michigan,1,REPUBLICAN,256581,416219
2020,Michigan,2,REPUBLICAN,238711,403247
2020,Michigan,3,REPUBLICAN,213649,403419
2020,Michigan,4,REPUBLICAN,242621,373245
2020,Michigan,5,DEMOCRAT,196599,361032
2020,Michigan,6,REPUBLICAN,211496,378980
2020,Michigan,7,REPUBLICAN,227524,387267
2020,Michigan,8,DEMOCRAT,217922,428344
2020,Michigan,9,DEMOCRAT,230318,399117
2020,Michigan,10,REPUBLICAN,271607,409786
2020,Michigan,11,DEMOCRAT,226128,450473
2020,Michigan,12,DEMOCRAT,254957,383823
2020,Michigan,13,DEMOCRAT,223205,285885
2020,Michigan,14,DEMOCRAT,271370,342303
2020,Minnesota,1,REPUBLICAN,179234,368856
2020,Minnesota,2,DEMOCRAT,204534,424512
2020,Minnesota,3,DEMOCRAT,246666,443603
2020,Minnesota,4,DEMOCRAT,245813,389114
2020,Minnesota,5,DEMOCRAT,255924,398229
2020,Minnesota,6,REPUBLICAN,270901,412307
2020,Minnesota,7,REPUBLICAN,194066,363477
2020,Minnesota,8,REPUBLICAN,223432,393711
2020,Mississippi,1,REPUBLICAN,228787,332795
2020,Mississippi,2,DEMOCRAT,196224,297234
2020,Mississippi,3,REPUBLICAN,221064,341846
2020,Mississippi,4,REPUBLICAN,255971,255971
2020,Missouri,1,DEMOCRAT,249087,316171
2020,Missouri,2,REPUBLICAN,233157,449348
2020,Missouri,3,REPUBLICAN,282866,407348
2020,Missouri,4,REPUBLICAN,245247,362836
2020,Missouri,5,DEMOCRAT,207180,352430
2020,Missouri,6,REPUBLICAN,258709,385779
2020,Missouri,7,REPUBLICAN,254318,369283
2020,Missouri,8,REPUBLICAN,253811,330226
2020,Montana,1,REPUBLICAN,339169,601509
2020,Nebraska,1,REPUBLICAN,189006,317566
2020,Nebraska,2,REPUBLICAN,171071,336962
2020,Nebraska,3,REPUBLICAN,225157,286770
2020,Nevada,1,DEMOCRAT,137868,223213
2020,Nevada,2,REPUBLICAN,216078,382673
2020,Nevada,3,DEMOCRAT,203421,417252
2020,Nevada,4,DEMOCRAT,168457,332469
2020,New Hampshire,1,DEMOCRAT,205606,400661
2020,New Hampshire,2,DEMOCRAT,208289,386441
2020,New Jersey,1,DEMOCRAT,240567,385030
2020,New Jersey,2,REPUBLICAN,195526,376547
2020,New Jersey,3,DEMOCRAT,229840,431762
2020,New Jersey,4,REPUBLICAN,254103,424368
2020,New Jersey,5,DEMOCRAT,225175,423636
2020,New Jersey,6,DEMOCRAT,199648,326408
2020,New Jersey,7,DEMOCRAT,219629,433947
2020,New Jersey,8,DEMOCRAT,176758,238773
2020,New Jersey,9,DEMOCRAT,203674,309542
2020,New Jersey,10,DEMOCRAT,241522,290009
2020,New Jersey,11,DEMOCRAT,235163,441176
2020,New Jersey,12,DEMOCRAT,230883,351725
2020,New Mexico,1,DEMOCRAT,186953,321290
2020,New Mexico,2,REPUBLICAN,142283,264946
2020,New Mexico,3,DEMOCRAT,186282,317448
2020,New York,1,REPUBLICAN,180855,389014
2020,New York,2,REPUBLICAN,158151,358617
2020,New York,3,DEMOCRAT,196056,398887
2020,New York,4,DEMOCRAT,199762,385015
2020,New York,5,DEMOCRAT,229125,277909
2020,New York,6,DEMOCRAT,144149,249493
2020,New York,7,DEMOCRAT,156889,235169
2020,New York,8,DEMOCRAT,207111,285735
2020,New York,9,DEMOCRAT,195758,287412
2020,New York,10,DEMOCRAT,181215,289130
2020,New York,11,REPUBLICAN,143420,301351
2020,New York,12,DEMOCRAT,265172,336079
2020,New York,13,DEMOCRAT,202916,267236
2020,New York,14,DEMOCRAT,152661,223611
2020,New York,15,DEMOCRAT,169533,200205
2020,New York,16,DEMOCRAT,218514,315156
2020,New York,17,DEMOCRAT,183976,359958
2020,New York,18,DEMOCRAT,171161,358738
2020,New York,19,DEMOCRAT,168281,370433
2020,New York,20,DEMOCRAT,194071,369372
2020,New York,21,REPUBLICAN,169684,325798
2020,New York,22,REPUBLICAN,143291,326568
2020,New York,23,REPUBLICAN,161800,323865
2020,New York,24,REPUBLICAN,156236,352683
2020,New York,25,DEMOCRAT,187503,367377
2020,New York,26,DEMOCRAT,202400,337867
2020,New York,27,REPUBLICAN,192619,397802
2020,North Carolina,1,DEMOCRAT,188870,348618
2020,North Carolina,2,DEMOCRAT,311887,495345
2020,North Carolina,3,REPUBLICAN,229800,362552
2020,North Carolina,4,DEMOCRAT,332421,493719
2020,North Carolina,5,REPUBLICAN,257843,385244
2020,North Carolina,6,DEMOCRAT,253531,407129
2020,North Carolina,7,REPUBLICAN,272443,452208
2020,North Carolina,8,REPUBLICAN,202774,380555
2020,North Carolina,9,REPUBLICAN,224661,404124
2020,North Carolina,10,REPUBLICAN,284095,412284
2020,North Carolina,11,REPUBLICAN,245351,450145
2020,North Carolina,12,DEMOCRAT,341457,341457
2020,North Carolina,13,REPUBLICAN,267181,391865
2020,North Dakota,1,REPUBLICAN,245229,355598
2020,Ohio,1,REPUBLICAN,199560,385285
2020,Ohio,2,REPUBLICAN,230430,377248
2020,Ohio,3,DEMOCRAT,227420,321092
2020,Ohio,4,REPUBLICAN,235875,347626
2020,Ohio,5,REPUBLICAN,257019,377981
2020,Ohio,6,REPUBLICAN,249130,334791
2020,Ohio,7,REPUBLICAN,236607,350549
2020,Ohio,8,REPUBLICAN,246277,357157
2020,Ohio,9,DEMOCRAT,190328,301752
2020,Ohio,10,REPUBLICAN,212972,364948
2020,Ohio,11,DEMOCRAT,242098,302421
2020,Ohio,12,REPUBLICAN,241790,437672
2020,Ohio,13,DEMOCRAT,173631,330801
2020,Ohio,14,REPUBLICAN,238864,397450
2020,Ohio,15,REPUBLICAN,243103,383361
2020,Ohio,16,REPUBLICAN,247335,391406
2020,Oklahoma,1,REPUBLICAN,213700,335471
2020,Oklahoma,2,REPUBLICAN,216511,288527
2020,Oklahoma,3,REPUBLICAN,242677,309178
2020,Oklahoma,4,REPUBLICAN,213096,314358
2020,Oklahoma,5,REPUBLICAN,158191,303849
2020,Oregon,1,DEMOCRAT,297071,459899
2020,Oregon,2,REPUBLICAN,273835,457433
2020,Oregon,3,DEMOCRAT,343574,470506
2020,Oregon,4,DEMOCRAT,240950,467705
2020,Oregon,5,DEMOCRAT,234863,452646
2020,Pennsylvania,1,REPUBLICAN,249804,441679
2020,Pennsylvania,2,DEMOCRAT,198140,273162
2020,Pennsylvania,3,DEMOCRAT,341708,375379
2020,Pennsylvania,4,DEMOCRAT,264637,444563
2020,Pennsylvania,5,DEMOCRAT,255743,395295
2020,Pennsylvania,6,DEMOCRAT,226440,403966
2020,Pennsylvania,7,DEMOCRAT,195475,376882
2020,Pennsylvania,8,DEMOCRAT,178004,343787
2020,Pennsylvania,9,REPUBLICAN,232988,351254
2020,Pennsylvania,10,REPUBLICAN,208896,391834
2020,Pennsylvania,11,REPUBLICAN,241915,383240
2020,Pennsylvania,12,REPUBLICAN,241035,340234
2020,Pennsylvania,13,REPUBLICAN,267789,364401
2020,Pennsylvania,14,REPUBLICAN,241688,373583
2020,Pennsylvania,15,REPUBLICAN,255058,347214
2020,Pennsylvania,16,REPUBLICAN,210088,354050
2020,Pennsylvania,17,DEMOCRAT,222253,434537
2020,Pennsylvania,18,DEMOCRAT,266084,384247
2020,Rhode Island,1,DEMOCRAT,158550,223860
2020,Rhode Island,2,DEMOCRAT,154086,264557
2020,South Carolina,1,REPUBLICAN,216042,427111
2020,South Carolina,2,REPUBLICAN,202715,364215
2020,South Carolina,3,REPUBLICAN,237544,333564
2020,South Carolina,4,REPUBLICAN,222126,360550
2020,South Carolina,5,REPUBLICAN,220006,366258
2020,South Carolina,6,DEMOCRAT,197477,289653
2020,South Carolina,7,REPUBLICAN,224993,364091
2020,South Dakota,1,REPUBLICAN,321984,397732
2020,Tennessee,1,REPUBLICAN,228181,305423
2020,Tennessee,2,REPUBLICAN,238907,353197
2020,Tennessee,3,REPUBLICAN,215571,320299
2020,Tennessee,4,REPUBLICAN,223802,335710
2020,Tennessee,5,DEMOCRAT,252155,252169
2020,Tennessee,6,REPUBLICAN,257572,349578
2020,Tennessee,7,REPUBLICAN,245188,350635
2020,Tennessee,8,REPUBLICAN,227216,331853
2020,Tennessee,9,DEMOCRAT,187905,242880
2020,Texas,1,REPUBLICAN,219726,302742
2020,Texas,2,REPUBLICAN,192828,346726
2020,Texas,3,REPUBLICAN,230512,418591
2020,Texas,4,REPUBLICAN,253837,337803
2020,Texas,5,REPUBLICAN,173836,280413
2020,Texas,6,REPUBLICAN,179507,339992
2020,Texas,7,DEMOCRAT,159529,314125
2020,Texas,8,REPUBLICAN,277327,382471
2020,Texas,9,DEMOCRAT,172938,229107
2020,Texas,10,REPUBLICAN,217216,413894
2020,Texas,11,REPUBLICAN,232568,291773
2020,Texas,12,REPUBLICAN,233853,367021
2020,Texas,13,REPUBLICAN,217124,273508
2020,Texas,14,REPUBLICAN,190541,309115
2020,Texas,15,DEMOCRAT,115605,228917
2020,Texas,16,DEMOCRAT,154108,238114
2020,Texas,17,REPUBLICAN,171390,306873
2020,Texas,18,DEMOCRAT,180952,246895
2020,Texas,19,REPUBLICAN,198198,265052
2020,Texas,20,DEMOCRAT,175078,270723
2020,Texas,21,REPUBLICAN,235740,453750
2020,Texas,22,REPUBLICAN,210259,408048
2020,Texas,23,REPUBLICAN,149395,295457
2020,Texas,24,REPUBLICAN,167910,344021
2020,Texas,25,REPUBLICAN,220088,393523
2020,Texas,26,REPUBLICAN,261963,432215
2020,Texas,27,REPUBLICAN,172305,273253
2020,Texas,28,DEMOCRAT,137494,235844
2020,Texas,29,DEMOCRAT,111305,156473
2020,Texas,30,DEMOCRAT,204928,264464
2020,Texas,31,REPUBLICAN,212695,398057
2020,Texas,32,DEMOCRAT,178542,343687
2020,Texas,33,DEMOCRAT,105317,157606
2020,Texas,34,DEMOCRAT,111439,201027
2020,Texas,35,DEMOCRAT,176373,269797
2020,Texas,36,REPUBLICAN,222712,302549
2020,Utah,1,REPUBLICAN,237988,342351
2020,Utah,2,REPUBLICAN,208997,354224
2020,Utah,3,REPUBLICAN,246674,358927
2020,Utah,4,REPUBLICAN,179688,376730
2020,Vermont,1,DEMOCRAT,238827,370968
2020,Virginia,1,REPUBLICAN,260614,448178
2020,Virginia,2,DEMOCRAT,185733,360277
2020,Virginia,3,DEMOCRAT,233326,341361
2020,Virginia,4,DEMOCRAT,241142,391345
2020,Virginia,5,REPUBLICAN,210988,402317
2020,Virginia,6,REPUBLICAN,246606,381813
2020,Virginia,7,DEMOCRAT,230893,454339
2020,Virginia,8,DEMOCRAT,301454,397745
2020,Virginia,9,REPUBLICAN,271851,289274
2020,Virginia,10,DEMOCRAT,268734,475546
2020,Virginia,11,DEMOCRAT,280725,393241
2020,Washington,1,DEMOCRAT,249944,426862
2020,Washington,2,DEMOCRAT,255252,404598
2020,Washington,3,REPUBLICAN,235579,417903
2020,Washington,4,REPUBLICAN,202108,305263
2020,Washington,5,REPUBLICAN,247815,404360
2020,Washington,6,DEMOCRAT,247429,417216
2020,Washington,7,DEMOCRAT,387109,466462
2020,Washington,8,DEMOCRAT,213123,412112
2020,Washington,9,DEMOCRAT,258771,349050
2020,Washington,10,DEMOCRAT,167937,340407
2020,West Virginia,1,REPUBLICAN,180488,261723
2020,West Virginia,2,REPUBLICAN,172195,272994
2020,West Virginia,3,REPUBLICAN,161585,226668
2020,Wisconsin,1,REPUBLICAN,238271,401754
2020,Wisconsin,2,DEMOCRAT,318523,457205
2020,Wisconsin,3,DEMOCRAT,199870,389618
2020,Wisconsin,4,DEMOCRAT,232668,311697
2020,Wisconsin,5,REPUBLICAN,265434,441599
2020,Wisconsin,6,REPUBLICAN,238874,403333
2020,Wisconsin,7,REPUBLICAN,252048,415007
2020,Wisconsin,8,REPUBLICAN,268173,417838
2020,Wyoming,1,REPUBLICAN,185732,278503
2022,Alabama,1,REPUBLICAN,140592,168150
2022,Alabama,2,REPUBLICAN,137460,198961
2022,Alabama,3,REPUBLICAN,135602,190406
2022,Alabama,4,REPUBLICAN,164655,195733
2022,Alabama,5,REPUBLICAN,142435,212317
2022,Alabama,6,REPUBLICAN,154233,184203
2022,Alabama,7,DEMOCRAT,123233,193940
2022,Alaska,1,DEMOCRAT,128553,263610
2022,Arizona,1,REPUBLICAN,182336,361477
2022,Arizona,2,REPUBLICAN,174169,323396
2022,Arizona,3,DEMOCRAT,108599,141074
2022,Arizona,4,DEMOCRAT,148941,265498
2022,Arizona,5,REPUBLICAN,182464,321590
2022,Arizona,6,REPUBLICAN,177201,349283
2022,Arizona,7,DEMOCRAT,126418,195862
2022,Arizona,8,REPUBLICAN,197555,204713
2022,Arizona,9,REPUBLICAN,192796,197185
2022,Arkansas,1,REPUBLICAN,153774,208372
2022,Arkansas,2,REPUBLICAN,147975,246446
2022,Arkansas,3,REPUBLICAN,142401,223588
2022,Arkansas,4,REPUBLICAN,153850,216696
2022,California,1,REPUBLICAN,152839,246225
2022,California,2,DEMOCRAT,229720,308749
2022,California,3,REPUBLICAN,181438,338199
2022,California,4,DEMOCRAT,176900,260907
2022,California,5,REPUBLICAN,173524,283030
2022,California,6,DEMOCRAT,121058,216383
2022,California,7,DEMOCRAT,150618,220651
2022,California,8,DEMOCRAT,145501,192135
2022,California,9,DEMOCRAT,95598,174400
2022,California,10,DEMOCRAT,198415,251380
2022,California,11,DEMOCRAT,220848,263065
2022,California,12,DEMOCRAT,217110,239969
2022,California,13,REPUBLICAN,67060,133556
2022,California,14,DEMOCRAT,137612,198464
2022,California,15,DEMOCRAT,108077,194874
2022,California,16,DEMOCRAT,139235,241007
2022,California,17,DEMOCRAT,127853,180253
2022,California,18,DEMOCRAT,99776,151513
2022,California,19,DEMOCRAT,194494,283310
2022,California,20,REPUBLICAN,153847,228781
2022,California,21,DEMOCRAT,68074,125647
2022,California,22,REPUBLICAN,52994,102856
2022,California,23,REPUBLICAN,103197,169105
2022,California,24,DEMOCRAT,159019,262552
2022,California,25,DEMOCRAT,87641,152742
2022,California,26,DEMOCRAT,134575,246789
2022,California,27,REPUBLICAN,104624,196516
2022,California,28,DEMOCRAT,150062,226557
2022,California,29,DEMOCRAT,69915,119435
2022,California,30,DEMOCRAT,150100,211068
2022,California,31,DEMOCRAT,91472,153625
2022,California,32,DEMOCRAT,167411,242029
2022,California,33,DEMOCRAT,76588,132707
2022,California,34,DEMOCRAT,62244,121467
2022,California,35,DEMOCRAT,75121,130953
2022,California,36,DEMOCRAT,194299,278563
2022,California,37,DEMOCRAT,84338,131880
2022,California,38,DEMOCRAT,101260,174311
2022,California,39,DEMOCRAT,75896,131597
2022,California,40,REPUBLICAN,161589,284311
2022,California,41,REPUBLICAN,123869,236638
2022,California,42,DEMOCRAT,99217,145120
2022,California,43,DEMOCRAT,95462,123447
2022,California,44,DEMOCRAT,100160,138714
2022,California,45,REPUBLICAN,113960,217426
2022,California,46,DEMOCRAT,78041,126298
2022,California,47,DEMOCRAT,137374,265635
2022,California,48,REPUBLICAN,155171,257071
2022,California,49,DEMOCRAT,153541,291735
2022,California,50,DEMOCRAT,168816,268635
2022,California,51,DEMOCRAT,144186,233072
2022,California,52,DEMOCRAT,100686,151016
2022,Colorado,1,DEMOCRAT,226929,282616
2022,Colorado,2,DEMOCRAT,244107,348839
2022,Colorado,3,REPUBLICAN,163839,327285
2022,Colorado,4,REPUBLICAN,216024,354513
2022,Colorado,5,REPUBLICAN,155528,277964
2022,Colorado,6,DEMOCRAT,170140,280755
2022,Colorado,7,DEMOCRAT,204984,363601
2022,Colorado,8,DEMOCRAT,114377,236501
2022,Connecticut,1,DEMOCRAT,144873,243913
2022,Connecticut,2,DEMOCRAT,165946,285031
2022,Connecticut,3,DEMOCRAT,137924,242651
2022,Connecticut,4,DEMOCRAT,140262,236084
2022,Connecticut,5,DEMOCRAT,123818,253672
2022,Delaware,1,DEMOCRAT,178416,321649
2022,Florida,1,REPUBLICAN,197349,290816
2022,Florida,2,REPUBLICAN,180236,301389
2022,Florida,3,REPUBLICAN,178101,284893
2022,Florida,4,REPUBLICAN,165696,274103
2022,Florida,5,REPUBLICAN,1,1
2022,Florida,6,REPUBLICAN,226548,300755
2022,Florida,7,REPUBLICAN,177966,304055
2022,Florida,8,REPUBLICAN,222128,342208
2022,Florida,9,DEMOCRAT,108541,202368
2022,Florida,10,DEMOCRAT,117955,199910
2022,Florida,11,REPUBLICAN,205995,326609
2022,Florida,12,REPUBLICAN,226601,321995
2022,Florida,13,REPUBLICAN,181487,341546
2022,Florida,14,DEMOCRAT,149737,263164
2022,Florida,15,REPUBLICAN,145219,248054
2022,Florida,16,REPUBLICAN,189762,305358
2022,Florida,17,REPUBLICAN,222483,348506
2022,Florida,18,REPUBLICAN,167429,224234
2022,Florida,19,REPUBLICAN,213035,313274
2022,Florida,20,DEMOCRAT,136215,188366
2022,Florida,21,REPUBLICAN,208614,328505
2022,Florida,22,DEMOCRAT,150010,272204
2022,Florida,23,DEMOCRAT,143951,279049
2022,Florida,24,DEMOCRAT,133442,185891
2022,Florida,25,DEMOCRAT,129113,234352
2022,Florida,26,REPUBLICAN,143240,202108
2022,Florida,27,REPUBLICAN,136038,237442
2022,Florida,28,REPUBLICAN,134457,211150
2022,Georgia,1,REPUBLICAN,156128,263965
2022,Georgia,2,DEMOCRAT,132675,241340
2022,Georgia,3,REPUBLICAN,213524,310581
2022,Georgia,4,DEMOCRAT,216332,275634
2022,Georgia,5,DEMOCRAT,243687,295456
2022,Georgia,6,REPUBLICAN,206886,332498
2022,Georgia,7,DEMOCRAT,143063,235039
2022,Georgia,8,REPUBLICAN,178700,260586
2022,Georgia,9,REPUBLICAN,212820,294138
2022,Georgia,10,REPUBLICAN,198523,307630
2022,Georgia,11,REPUBLICAN,190086,303657
2022,Georgia,12,REPUBLICAN,158047,265195
2022,Georgia,13,DEMOCRAT,216388,264616
2022,Georgia,14,REPUBLICAN,170162,258351
2022,Hawaii,1,DEMOCRAT,143546,202378
2022,Hawaii,2,DEMOCRAT,128407,216985
2022,Idaho,1,REPUBLICAN,222901,312442
2022,Idaho,2,REPUBLICAN,172450,271186
2022,Illinois,1,DEMOCRAT,159142,237425
2022,Illinois,2,DEMOCRAT,140414,209175
2022,Illinois,3,DEMOCRAT,121764,177759
2022,Illinois,4,DEMOCRAT,91036,133047
2022,Illinois,5,DEMOCRAT,190999,274550
2022,Illinois,6,DEMOCRAT,150496,276859
2022,Illinois,7,DEMOCRAT,167650,167746
2022,Illinois,8,DEMOCRAT,117880,207215
2022,Illinois,9,DEMOCRAT,179615,250530
2022,Illinois,10,DEMOCRAT,152566,242165
2022,Illinois,11,DEMOCRAT,149172,264241
2022,Illinois,12,REPUBLICAN,218379,291171
2022,Illinois,13,DEMOCRAT,141788,250450
2022,Illinois,14,DEMOCRAT,128141,236600
2022,Illinois,15,REPUBLICAN,213007,299403
2022,Illinois,16,REPUBLICAN,197621,297946
2022,Illinois,17,DEMOCRAT,121186,233123
2022,Indiana,1,DEMOCRAT,112656,213207
2022,Indiana,2,REPUBLICAN,125313,194073
2022,Indiana,3,REPUBLICAN,131579,201542
2022,Indiana,4,REPUBLICAN,134864,197698
2022,Indiana,5,REPUBLICAN,146575,240009
2022,Indiana,6,REPUBLICAN,130686,193524
2022,Indiana,7,DEMOCRAT,117309,175180
2022,Indiana,8,REPUBLICAN,141995,216040
2022,Indiana,9,REPUBLICAN,143166,225276
2022,Iowa,1,REPUBLICAN,162947,309736
2022,Iowa,2,REPUBLICAN,172181,321507
2022,Iowa,3,REPUBLICAN,156262,315039
2022,Iowa,4,REPUBLICAN,186467,284134
2022,Kansas,1,REPUBLICAN,161333,238425
2022,Kansas,2,REPUBLICAN,134506,233358
2022,Kansas,3,DEMOCRAT,165527,301294
2022,Kansas,4,REPUBLICAN,144889,228740
2022,Kentucky,1,REPUBLICAN,184157,245858
2022,Kentucky,2,REPUBLICAN,170487,237256
2022,Kentucky,3,DEMOCRAT,160920,259587
2022,Kentucky,4,REPUBLICAN,167541,257629
2022,Kentucky,5,REPUBLICAN,177712,216270
2022,Kentucky,6,REPUBLICAN,154762,246818
2022,Louisiana,1,REPUBLICAN,177670,244044
2022,Louisiana,2,DEMOCRAT,158120,205047
2022,Louisiana,3,REPUBLICAN,144423,224552
2022,Louisiana,4,REPUBLICAN,1,1
2022,Louisiana,5,REPUBLICAN,151080,223553
2022,Louisiana,6,REPUBLICAN,189684,235928
2022,Maine,1,DEMOCRAT,219753,358138
2022,Maine,2,DEMOCRAT,1165136,2656104
2022,Maryland,1,REPUBLICAN,159673,293358
2022,Maryland,2,DEMOCRAT,158998,268434
2022,Maryland,3,DEMOCRAT,175514,291602
2022,Maryland,4,DEMOCRAT,144168,160009
2022,Maryland,5,DEMOCRAT,182478,276920
2022,Maryland,6,DEMOCRAT,140295,256398
2022,Maryland,7,DEMOCRAT,151640,184801
2022,Maryland,8,DEMOCRAT,211842,264206
2022,Massachusetts,1,DEMOCRAT,157635,263651
2022,Massachusetts,2,DEMOCRAT,180639,280071
2022,Massachusetts,3,DEMOCRAT,154496,251389
2022,Massachusetts,4,DEMOCRAT,201882,291569
2022,Massachusetts,5,DEMOCRAT,203994,284881
2022,Massachusetts,6,DEMOCRAT,198119,323032
2022,Massachusetts,7,DEMOCRAT,151825,189830
2022,Massachusetts,8,DEMOCRAT,189987,284583
2022,Massachusetts,9,DEMOCRAT,197823,342455
2022,Michigan,1,REPUBLICAN,233094,388599
2022,Michigan,2,REPUBLICAN,216222,339521
2022,Michigan,3,DEMOCRAT,185989,338988
2022,Michigan,4,REPUBLICAN,183936,338348
2022,Michigan,5,REPUBLICAN,198020,317258
2022,Michigan,6,DEMOCRAT,241759,366927
2022,Michigan,7,DEMOCRAT,192809,372708
2022,Michigan,8,DEMOCRAT,178322,335829
2022,Michigan,9,REPUBLICAN,238300,372922
2022,Michigan,10,REPUBLICAN,159202,326237
2022,Michigan,11,DEMOCRAT,224537,366179
2022,Michigan,12,DEMOCRAT,196643,277577
2022,Michigan,13,DEMOCRAT,166650,234444
2022,Minnesota,1,REPUBLICAN,159621,296547
2022,Minnesota,2,DEMOCRAT,165583,325472
2022,Minnesota,3,DEMOCRAT,198883,333921
2022,Minnesota,4,DEMOCRAT,200055,295973
2022,Minnesota,5,DEMOCRAT,214224,288206
2022,Minnesota,6,REPUBLICAN,198145,319767
2022,Minnesota,7,REPUBLICAN,204766,305866
2022,Minnesota,8,REPUBLICAN,188755,330080
2022,Mississippi,1,REPUBLICAN,122151,167389
2022,Mississippi,2,DEMOCRAT,108285,180169
2022,Mississippi,3,REPUBLICAN,132481,187284
2022,Mississippi,4,REPUBLICAN,127813,174258
2022,Missouri,1,DEMOCRAT,160999,220958
2022,Missouri,2,REPUBLICAN,173277,315666
2022,Missouri,3,REPUBLICAN,180746,277597
2022,Missouri,4,REPUBLICAN,181890,255079
2022,Missouri,5,DEMOCRAT,140688,230555
2022,Missouri,6,REPUBLICAN,184865,262892
2022,Missouri,7,REPUBLICAN,178592,251947
2022,Missouri,8,REPUBLICAN,186472,245395
2022,Montana,1,REPUBLICAN,123102,247960
2022,Montana,2,REPUBLICAN,121979,215672
2022,Nebraska,1,REPUBLICAN,129236,223165
2022,Nebraska,2,REPUBLICAN,112663,219470
2022,Nebraska,3,REPUBLICAN,172700,220552
2022,Nevada,1,DEMOCRAT,115700,224349
2022,Nevada,2,REPUBLICAN,185467,310498
2022,Nevada,3,DEMOCRAT,131086,252169
2022,Nevada,4,DEMOCRAT,116617,222487
2022,New Hampshire,1,DEMOCRAT,167391,309962
2022,New Hampshire,2,DEMOCRAT,171636,307584
2022,New Jersey,1,DEMOCRAT,139559,223884
2022,New Jersey,2,REPUBLICAN,139217,236484
2022,New Jersey,3,DEMOCRAT,150498,271376
2022,New Jersey,4,REPUBLICAN,173288,258962
2022,New Jersey,5,DEMOCRAT,145559,265943
2022,New Jersey,6,DEMOCRAT,106238,184919
2022,New Jersey,7,REPUBLICAN,159392,310093
2022,New Jersey,8,DEMOCRAT,78382,106473
2022,New Jersey,9,DEMOCRAT,82457,149984
2022,New Jersey,10,DEMOCRAT,100710,129707
2022,New Jersey,11,DEMOCRAT,161436,273664
2022,New Jersey,12,DEMOCRAT,125127,198227
2022,New Mexico,1,DEMOCRAT,156462,280671
2022,New Mexico,2,DEMOCRAT,96986,192673
2022,New Mexico,3,DEMOCRAT,134217,230782
2022,New York,1,REPUBLICAN,154046,327052
2022,New York,2,REPUBLICAN,130798,256117
2022,New York,3,REPUBLICAN,133859,279772
2022,New York,4,DEMOCRAT,130871,278548
2022,New York,5,DEMOCRAT,104396,144316
2022,New York,6,DEMOCRAT,85049,137692
2022,New York,7,DEMOCRAT,95645,153557
2022,New York,8,DEMOCRAT,99079,144476
2022,New York,9,DEMOCRAT,99771,167533
2022,New York,10,DEMOCRAT,160582,202131
2022,New York,11,REPUBLICAN,107989,191083
2022,New York,12,DEMOCRAT,184872,251078
2022,New York,13,DEMOCRAT,116589,142795
2022,New York,14,DEMOCRAT,74050,122582
2022,New York,15,DEMOCRAT,76406,101732
2022,New York,16,DEMOCRAT,127024,221597
2022,New York,17,DEMOCRAT,133457,291308
2022,New York,18,DEMOCRAT,123168,272617
2022,New York,19,REPUBLICAN,129960,292577
2022,New York,20,DEMOCRAT,145928,295722
2022,New York,21,REPUBLICAN,150595,289617
2022,New York,22,DEMOCRAT,132913,273981
2022,New York,23,REPUBLICAN,163000,306126
2022,New York,24,REPUBLICAN,156347,285525
2022,New York,25,DEMOCRAT,139875,284990
2022,New York,26,DEMOCRAT,141942,251300
2022,North Carolina,1,DEMOCRAT,134996,257776
2022,North Carolina,2,DEMOCRAT,190714,294869
2022,North Carolina,3,REPUBLICAN,166520,248898
2022,North Carolina,4,DEMOCRAT,194983,291425
2022,North Carolina,5,REPUBLICAN,175279,277548
2022,North Carolina,6,DEMOCRAT,139553,258998
2022,North Carolina,7,REPUBLICAN,164047,284269
2022,North Carolina,8,REPUBLICAN,183998,263190
2022,North Carolina,9,REPUBLICAN,131453,232655
2022,North Carolina,10,REPUBLICAN,194681,268207
